"","Date","Temperature"
"182",1889-07-01,18.5
"183",1889-07-02,17.6
"184",1889-07-03,17.4
"185",1889-07-04,18.1
"186",1889-07-05,18.9
"187",1889-07-06,19.8
"188",1889-07-07,19.2
"189",1889-07-08,19.3
"190",1889-07-09,20.1
"191",1889-07-10,20.4
"192",1889-07-11,19.4
"193",1889-07-12,18.5
"194",1889-07-13,18.7
"195",1889-07-14,18.7
"196",1889-07-15,18.7
"197",1889-07-16,18.8
"198",1889-07-17,19.4
"199",1889-07-18,19.6
"200",1889-07-19,20.4
"201",1889-07-20,20.8
"202",1889-07-21,20.8
"203",1889-07-22,20.4
"204",1889-07-23,20.2
"205",1889-07-24,20.7
"206",1889-07-25,20.6
"207",1889-07-26,19.6
"208",1889-07-27,20.1
"209",1889-07-28,20.9
"210",1889-07-29,21
"211",1889-07-30,21.8
"212",1889-07-31,21.4
"213",1889-08-01,22.2
"214",1889-08-02,21.4
"215",1889-08-03,21.3
"216",1889-08-04,21
"217",1889-08-05,21.1
"218",1889-08-06,21.7
"219",1889-08-07,22.2
"220",1889-08-08,22.5
"221",1889-08-09,21.8
"222",1889-08-10,20
"223",1889-08-11,20.3
"224",1889-08-12,20.9
"225",1889-08-13,20.4
"226",1889-08-14,19.4
"227",1889-08-15,19.6
"228",1889-08-16,20.8
"229",1889-08-17,21.3
"230",1889-08-18,20.3
"231",1889-08-19,19.8
"232",1889-08-20,22.1
"233",1889-08-21,22.2
"234",1889-08-22,21.4
"235",1889-08-23,20.4
"236",1889-08-24,20.6
"237",1889-08-25,20.9
"238",1889-08-26,21.8
"239",1889-08-27,22
"240",1889-08-28,22.4
"241",1889-08-29,21.7
"242",1889-08-30,23.2
"243",1889-08-31,22.1
"244",1889-09-01,22.3
"245",1889-09-02,20.9
"246",1889-09-03,20.5
"247",1889-09-04,21.1
"248",1889-09-05,22.7
"249",1889-09-06,23.4
"250",1889-09-07,24.4
"251",1889-09-08,24.5
"252",1889-09-09,24.9
"253",1889-09-10,26.2
"254",1889-09-11,23.1
"255",1889-09-12,23.1
"256",1889-09-13,22.5
"257",1889-09-14,23.6
"258",1889-09-15,22.5
"259",1889-09-16,23.7
"260",1889-09-17,24.1
"261",1889-09-18,24.2
"262",1889-09-19,23.3
"263",1889-09-20,22.4
"264",1889-09-21,23.2
"265",1889-09-22,23.5
"266",1889-09-23,25.1
"267",1889-09-24,26.1
"268",1889-09-25,26.1
"269",1889-09-26,24.9
"270",1889-09-27,26.9
"271",1889-09-28,25.8
"272",1889-09-29,26.3
"273",1889-09-30,25.6
"274",1889-10-01,24.5
"275",1889-10-02,25.1
"276",1889-10-03,25.5
"277",1889-10-04,27.2
"278",1889-10-05,27.8
"279",1889-10-06,27.2
"280",1889-10-07,24.3
"281",1889-10-08,22.7
"282",1889-10-09,23.4
"283",1889-10-10,24.8
"284",1889-10-11,25.5
"285",1889-10-12,25.6
"286",1889-10-13,25.1
"287",1889-10-14,24.1
"288",1889-10-15,24.8
"289",1889-10-16,26.2
"290",1889-10-17,26.1
"291",1889-10-18,26.7
"292",1889-10-19,25.9
"293",1889-10-20,24.2
"294",1889-10-21,23.8
"295",1889-10-22,24.4
"296",1889-10-23,26
"297",1889-10-24,26.7
"298",1889-10-25,27.2
"299",1889-10-26,28.7
"300",1889-10-27,28.5
"301",1889-10-28,27.3
"302",1889-10-29,27.2
"303",1889-10-30,27.6
"304",1889-10-31,28
"305",1889-11-01,27.3
"306",1889-11-02,26.2
"307",1889-11-03,27.2
"308",1889-11-04,27.7
"309",1889-11-05,27.7
"310",1889-11-06,27.5
"311",1889-11-07,27.8
"312",1889-11-08,27.2
"313",1889-11-09,26.8
"314",1889-11-10,26.9
"315",1889-11-11,27.5
"316",1889-11-12,27.5
"317",1889-11-13,27.2
"318",1889-11-14,25
"319",1889-11-15,24.7
"320",1889-11-16,26
"321",1889-11-17,26.8
"322",1889-11-18,27.1
"323",1889-11-19,26.7
"324",1889-11-20,27.1
"325",1889-11-21,29.2
"326",1889-11-22,28.2
"327",1889-11-23,28.7
"328",1889-11-24,28.1
"329",1889-11-25,27.9
"330",1889-11-26,28.5
"331",1889-11-27,28.5
"332",1889-11-28,28.9
"333",1889-11-29,28.6
"334",1889-11-30,28.4
"335",1889-12-01,29.4
"336",1889-12-02,29.9
"337",1889-12-03,30.9
"338",1889-12-04,29.5
"339",1889-12-05,28.5
"340",1889-12-06,29.7
"341",1889-12-07,30
"342",1889-12-08,28.1
"343",1889-12-09,28.4
"344",1889-12-10,28.7
"345",1889-12-11,29.5
"346",1889-12-12,29.1
"347",1889-12-13,27.7
"348",1889-12-14,28.5
"349",1889-12-15,29.8
"350",1889-12-16,30.7
"351",1889-12-17,29.4
"352",1889-12-18,29.5
"353",1889-12-19,28.2
"354",1889-12-20,28.4
"355",1889-12-21,29.5
"356",1889-12-22,28.4
"357",1889-12-23,28.4
"358",1889-12-24,29.1
"359",1889-12-25,29.8
"360",1889-12-26,29.8
"361",1889-12-27,31.7
"362",1889-12-28,30.5
"363",1889-12-29,28.3
"364",1889-12-30,28
"365",1889-12-31,28.6
"366",1890-01-01,27.5
"367",1890-01-02,27.5
"368",1890-01-03,29.8
"369",1890-01-04,30.4
"370",1890-01-05,30.5
"371",1890-01-06,30.2
"372",1890-01-07,28
"373",1890-01-08,28.1
"374",1890-01-09,27.5
"375",1890-01-10,28.7
"376",1890-01-11,27.8
"377",1890-01-12,26.9
"378",1890-01-13,25.1
"379",1890-01-14,28
"380",1890-01-15,26.6
"381",1890-01-16,28.1
"382",1890-01-17,26.7
"383",1890-01-18,25.2
"384",1890-01-19,27.4
"385",1890-01-20,27
"386",1890-01-21,27.5
"387",1890-01-22,28.5
"388",1890-01-23,28.8
"389",1890-01-24,28.7
"390",1890-01-25,27.7
"391",1890-01-26,27.2
"392",1890-01-27,27.7
"393",1890-01-28,28.4
"394",1890-01-29,28.8
"395",1890-01-30,28.3
"396",1890-01-31,27.5
"397",1890-02-01,27.2
"398",1890-02-02,30.6
"399",1890-02-03,27.9
"400",1890-02-04,27.2
"401",1890-02-05,26.7
"402",1890-02-06,26.7
"403",1890-02-07,26.1
"404",1890-02-08,29.3
"405",1890-02-09,27.6
"406",1890-02-10,28.9
"407",1890-02-11,29.1
"408",1890-02-12,28.9
"409",1890-02-13,27.4
"410",1890-02-14,27.7
"411",1890-02-15,28.2
"412",1890-02-16,27.6
"413",1890-02-17,27.4
"414",1890-02-18,27.4
"415",1890-02-19,24.5
"416",1890-02-20,24.4
"417",1890-02-21,25.4
"418",1890-02-22,24.9
"419",1890-02-23,25.8
"420",1890-02-24,26.7
"421",1890-02-25,26.8
"422",1890-02-26,28.3
"423",1890-02-27,28
"424",1890-02-28,28.2
"425",1890-03-01,28.4
"426",1890-03-02,27.9
"427",1890-03-03,27.3
"428",1890-03-04,27.3
"429",1890-03-05,25.9
"430",1890-03-06,26
"431",1890-03-07,25.5
"432",1890-03-08,25.7
"433",1890-03-09,25.4
"434",1890-03-10,26.9
"435",1890-03-11,26.9
"436",1890-03-12,26
"437",1890-03-13,27.8
"438",1890-03-14,25.5
"439",1890-03-15,26.5
"440",1890-03-16,26.6
"441",1890-03-17,27.5
"442",1890-03-18,27
"443",1890-03-19,26.2
"444",1890-03-20,26.9
"445",1890-03-21,27.3
"446",1890-03-22,27.9
"447",1890-03-23,27.1
"448",1890-03-24,24.9
"449",1890-03-25,25.2
"450",1890-03-26,26
"451",1890-03-27,25.7
"452",1890-03-28,25.2
"453",1890-03-29,24.8
"454",1890-03-30,25.6
"455",1890-03-31,25.4
"456",1890-04-01,25.8
"457",1890-04-02,26.2
"458",1890-04-03,25.7
"459",1890-04-04,25.7
"460",1890-04-05,24.3
"461",1890-04-06,24.2
"462",1890-04-07,24.3
"463",1890-04-08,25.3
"464",1890-04-09,25.2
"465",1890-04-10,24.6
"466",1890-04-11,24
"467",1890-04-12,23.2
"468",1890-04-13,23.3
"469",1890-04-14,23.8
"470",1890-04-15,24
"471",1890-04-16,23.9
"472",1890-04-17,23.6
"473",1890-04-18,23.7
"474",1890-04-19,24
"475",1890-04-20,24.2
"476",1890-04-21,23.3
"477",1890-04-22,24.1
"478",1890-04-23,23.5
"479",1890-04-24,22.8
"480",1890-04-25,23.5
"481",1890-04-26,23.3
"482",1890-04-27,23.9
"483",1890-04-28,23.8
"484",1890-04-29,23.1
"485",1890-04-30,23.7
"486",1890-05-01,24.2
"487",1890-05-02,23.8
"488",1890-05-03,23.1
"489",1890-05-04,21.8
"490",1890-05-05,21.6
"491",1890-05-06,21.4
"492",1890-05-07,21.5
"493",1890-05-08,21.8
"494",1890-05-09,22.2
"495",1890-05-10,22
"496",1890-05-11,21.8
"497",1890-05-12,21.4
"498",1890-05-13,22.4
"499",1890-05-14,21.8
"500",1890-05-15,21.7
"501",1890-05-16,22.4
"502",1890-05-17,22.1
"503",1890-05-18,21.3
"504",1890-05-19,20.5
"505",1890-05-20,21
"506",1890-05-21,21.9
"507",1890-05-22,21.9
"508",1890-05-23,22.1
"509",1890-05-24,22.4
"510",1890-05-25,22.1
"511",1890-05-26,22.3
"512",1890-05-27,22
"513",1890-05-28,21.4
"514",1890-05-29,20.6
"515",1890-05-30,20.8
"516",1890-05-31,21.4
"517",1890-06-01,20.8
"518",1890-06-02,21.3
"519",1890-06-03,21.1
"520",1890-06-04,21.3
"521",1890-06-05,21.9
"522",1890-06-06,21.8
"523",1890-06-07,21.8
"524",1890-06-08,21.5
"525",1890-06-09,21.3
"526",1890-06-10,21.2
"527",1890-06-11,20.8
"528",1890-06-12,20.6
"529",1890-06-13,20.4
"530",1890-06-14,19.4
"531",1890-06-15,19.5
"532",1890-06-16,19.1
"533",1890-06-17,20
"534",1890-06-18,19.7
"535",1890-06-19,19.8
"536",1890-06-20,19.6
"537",1890-06-21,19.4
"538",1890-06-22,19.2
"539",1890-06-23,19.4
"540",1890-06-24,18.6
"541",1890-06-25,18
"542",1890-06-26,18.3
"543",1890-06-27,18.1
"544",1890-06-28,18.5
"545",1890-06-29,18.7
"546",1890-06-30,19.6
"547",1890-07-01,19.3
"548",1890-07-02,19.5
"549",1890-07-03,19.2
"550",1890-07-04,18.5
"551",1890-07-05,18.7
"552",1890-07-06,18.9
"553",1890-07-07,19.1
"554",1890-07-08,18.3
"555",1890-07-09,17.7
"556",1890-07-10,17.3
"557",1890-07-11,17.3
"558",1890-07-12,17.1
"559",1890-07-13,17.3
"560",1890-07-14,19
"561",1890-07-15,18.4
"562",1890-07-16,18
"563",1890-07-17,18
"564",1890-07-18,18.2
"565",1890-07-19,18.2
"566",1890-07-20,19.1
"567",1890-07-21,20.2
"568",1890-07-22,21.2
"569",1890-07-23,20.3
"570",1890-07-24,19.6
"571",1890-07-25,19.1
"572",1890-07-26,18.8
"573",1890-07-27,19.9
"574",1890-07-28,19.6
"575",1890-07-29,20.2
"576",1890-07-30,20
"577",1890-07-31,19.9
"578",1890-08-01,19.8
"579",1890-08-02,19
"580",1890-08-03,18.3
"581",1890-08-04,18.3
"582",1890-08-05,19.7
"583",1890-08-06,20.4
"584",1890-08-07,20.2
"585",1890-08-08,19.1
"586",1890-08-09,19.9
"587",1890-08-10,20.4
"588",1890-08-11,20.3
"589",1890-08-12,20.1
"590",1890-08-13,20.8
"591",1890-08-14,21
"592",1890-08-15,20.5
"593",1890-08-16,19.4
"594",1890-08-17,20.1
"595",1890-08-18,20.6
"596",1890-08-19,20.4
"597",1890-08-20,20.3
"598",1890-08-21,20.3
"599",1890-08-22,20.9
"600",1890-08-23,21.2
"601",1890-08-24,22.2
"602",1890-08-25,22.5
"603",1890-08-26,22.9
"604",1890-08-27,22.9
"605",1890-08-28,22.9
"606",1890-08-29,22.3
"607",1890-08-30,23.5
"608",1890-08-31,22.8
"609",1890-09-01,22.8
"610",1890-09-02,22.5
"611",1890-09-03,23.2
"612",1890-09-04,22
"613",1890-09-05,22.7
"614",1890-09-06,23.8
"615",1890-09-07,23.4
"616",1890-09-08,22.8
"617",1890-09-09,20.6
"618",1890-09-10,22.5
"619",1890-09-11,23.8
"620",1890-09-12,24.9
"621",1890-09-13,25.5
"622",1890-09-14,25.4
"623",1890-09-15,25.1
"624",1890-09-16,24.4
"625",1890-09-17,24.3
"626",1890-09-18,24
"627",1890-09-19,24.2
"628",1890-09-20,23.5
"629",1890-09-21,22.4
"630",1890-09-22,23.6
"631",1890-09-23,23.4
"632",1890-09-24,25.9
"633",1890-09-25,25.8
"634",1890-09-26,24.8
"635",1890-09-27,25.8
"636",1890-09-28,26.2
"637",1890-09-29,25.4
"638",1890-09-30,24.6
"639",1890-10-01,25.9
"640",1890-10-02,24
"641",1890-10-03,25.2
"642",1890-10-04,24.9
"643",1890-10-05,26.2
"644",1890-10-06,26
"645",1890-10-07,27.8
"646",1890-10-08,27.2
"647",1890-10-09,25
"648",1890-10-10,23.9
"649",1890-10-11,25.2
"650",1890-10-12,26.4
"651",1890-10-13,26.9
"652",1890-10-14,27
"653",1890-10-15,26.5
"654",1890-10-16,26.5
"655",1890-10-17,24.8
"656",1890-10-18,24.6
"657",1890-10-19,26.1
"658",1890-10-20,27.9
"659",1890-10-21,25.5
"660",1890-10-22,26.1
"661",1890-10-23,26.6
"662",1890-10-24,27.7
"663",1890-10-25,26.5
"664",1890-10-26,25.5
"665",1890-10-27,25.7
"666",1890-10-28,26.5
"667",1890-10-29,28.2
"668",1890-10-30,28.1
"669",1890-10-31,26.9
"670",1890-11-01,27.3
"671",1890-11-02,27.5
"672",1890-11-03,27.2
"673",1890-11-04,27.2
"674",1890-11-05,25.7
"675",1890-11-06,25.9
"676",1890-11-07,28
"677",1890-11-08,27.8
"678",1890-11-09,27.6
"679",1890-11-10,27.4
"680",1890-11-11,27
"681",1890-11-12,27.4
"682",1890-11-13,28
"683",1890-11-14,28.1
"684",1890-11-15,27.1
"685",1890-11-16,26.5
"686",1890-11-17,26.1
"687",1890-11-18,25.8
"688",1890-11-19,25.9
"689",1890-11-20,26.6
"690",1890-11-21,27
"691",1890-11-22,26.6
"692",1890-11-23,27.6
"693",1890-11-24,28.5
"694",1890-11-25,28.2
"695",1890-11-26,26.9
"696",1890-11-27,26.5
"697",1890-11-28,27.8
"698",1890-11-29,28.8
"699",1890-11-30,29.1
"700",1890-12-01,27.6
"701",1890-12-02,27.4
"702",1890-12-03,26.4
"703",1890-12-04,25.8
"704",1890-12-05,24.9
"705",1890-12-06,24.8
"706",1890-12-07,27.1
"707",1890-12-08,27.9
"708",1890-12-09,27.7
"709",1890-12-10,28.3
"710",1890-12-11,29.1
"711",1890-12-12,29
"712",1890-12-13,28.9
"713",1890-12-14,28.5
"714",1890-12-15,28.5
"715",1890-12-16,28.1
"716",1890-12-17,28.4
"717",1890-12-18,27.9
"718",1890-12-19,28.6
"719",1890-12-20,28.7
"720",1890-12-21,29.4
"721",1890-12-22,29.3
"722",1890-12-23,27.9
"723",1890-12-24,28.3
"724",1890-12-25,28.4
"725",1890-12-26,28.8
"726",1890-12-27,29.6
"727",1890-12-28,30.4
"728",1890-12-29,28.6
"729",1890-12-30,28.7
"730",1890-12-31,28.9
"731",1891-01-01,28.2
"732",1891-01-02,29.1
"733",1891-01-03,30.6
"734",1891-01-04,30.5
"735",1891-01-05,30.9
"736",1891-01-06,28
"737",1891-01-07,28
"738",1891-01-08,27.7
"739",1891-01-09,29
"740",1891-01-10,28.3
"741",1891-01-11,27.6
"742",1891-01-12,27.6
"743",1891-01-13,28
"744",1891-01-14,27.2
"745",1891-01-15,25.5
"746",1891-01-16,25.2
"747",1891-01-17,26.6
"748",1891-01-18,28
"749",1891-01-19,27.8
"750",1891-01-20,29
"751",1891-01-21,29.8
"752",1891-01-22,28.7
"753",1891-01-23,28.9
"754",1891-01-24,28.7
"755",1891-01-25,29.1
"756",1891-01-26,29.6
"757",1891-01-27,29.9
"758",1891-01-28,28.7
"759",1891-01-29,28.5
"760",1891-01-30,27.3
"761",1891-01-31,28.7
"762",1891-02-01,28.4
"763",1891-02-02,28.6
"764",1891-02-03,28.9
"765",1891-02-04,28.8
"766",1891-02-05,28.5
"767",1891-02-06,28.8
"768",1891-02-07,26.8
"769",1891-02-08,26.6
"770",1891-02-09,27.6
"771",1891-02-10,28.4
"772",1891-02-11,28.4
"773",1891-02-12,27.4
"774",1891-02-13,27.4
"775",1891-02-14,27.6
"776",1891-02-15,29.1
"777",1891-02-16,28.3
"778",1891-02-17,28.8
"779",1891-02-18,29.2
"780",1891-02-19,29.8
"781",1891-02-20,28.9
"782",1891-02-21,28
"783",1891-02-22,27.6
"784",1891-02-23,27.3
"785",1891-02-24,26.4
"786",1891-02-25,24.2
"787",1891-02-26,25.8
"788",1891-02-27,26.2
"789",1891-02-28,26.7
"790",1891-03-01,25.8
"791",1891-03-02,26.7
"792",1891-03-03,26.3
"793",1891-03-04,27.3
"794",1891-03-05,26.7
"795",1891-03-06,26.6
"796",1891-03-07,26.8
"797",1891-03-08,27.4
"798",1891-03-09,28.5
"799",1891-03-10,28.1
"800",1891-03-11,28.1
"801",1891-03-12,28.4
"802",1891-03-13,27.4
"803",1891-03-14,28.4
"804",1891-03-15,27.5
"805",1891-03-16,26.3
"806",1891-03-17,26.4
"807",1891-03-18,27.6
"808",1891-03-19,25.8
"809",1891-03-20,27.5
"810",1891-03-21,26.7
"811",1891-03-22,26.4
"812",1891-03-23,27.6
"813",1891-03-24,25.8
"814",1891-03-25,24.9
"815",1891-03-26,24.3
"816",1891-03-27,24.5
"817",1891-03-28,24.9
"818",1891-03-29,25
"819",1891-03-30,24.7
"820",1891-03-31,26.2
"821",1891-04-01,24.6
"822",1891-04-02,24.6
"823",1891-04-03,24.7
"824",1891-04-04,24.3
"825",1891-04-05,24.2
"826",1891-04-06,23.7
"827",1891-04-07,25.3
"828",1891-04-08,25.3
"829",1891-04-09,25.2
"830",1891-04-10,25.2
"831",1891-04-11,25.1
"832",1891-04-12,25.7
"833",1891-04-13,25.9
"834",1891-04-14,25.2
"835",1891-04-15,25.1
"836",1891-04-16,24.2
"837",1891-04-17,23.4
"838",1891-04-18,23.7
"839",1891-04-19,22.6
"840",1891-04-20,21.4
"841",1891-04-21,23.3
"842",1891-04-22,23.4
"843",1891-04-23,23.3
"844",1891-04-24,23.9
"845",1891-04-25,23.4
"846",1891-04-26,23.7
"847",1891-04-27,23.6
"848",1891-04-28,23.2
"849",1891-04-29,23.1
"850",1891-04-30,22.9
"851",1891-05-01,22.6
"852",1891-05-02,23
"853",1891-05-03,22.6
"854",1891-05-04,22
"855",1891-05-05,22.6
"856",1891-05-06,23.2
"857",1891-05-07,22.9
"858",1891-05-08,22.3
"859",1891-05-09,20.8
"860",1891-05-10,19.6
"861",1891-05-11,20.5
"862",1891-05-12,21.7
"863",1891-05-13,22
"864",1891-05-14,22.3
"865",1891-05-15,21.8
"866",1891-05-16,21.9
"867",1891-05-17,22.1
"868",1891-05-18,22.2
"869",1891-05-19,22.2
"870",1891-05-20,21.7
"871",1891-05-21,21.8
"872",1891-05-22,21.6
"873",1891-05-23,21.5
"874",1891-05-24,22.1
"875",1891-05-25,22.2
"876",1891-05-26,21.7
"877",1891-05-27,21.6
"878",1891-05-28,21.6
"879",1891-05-29,21.1
"880",1891-05-30,20.5
"881",1891-05-31,21
"882",1891-06-01,21.8
"883",1891-06-02,20.8
"884",1891-06-03,20.5
"885",1891-06-04,20.2
"886",1891-06-05,20
"887",1891-06-06,19.5
"888",1891-06-07,19.6
"889",1891-06-08,18.5
"890",1891-06-09,18.7
"891",1891-06-10,20.2
"892",1891-06-11,20.4
"893",1891-06-12,19.5
"894",1891-06-13,18.8
"895",1891-06-14,19.4
"896",1891-06-15,18.7
"897",1891-06-16,18.5
"898",1891-06-17,18.8
"899",1891-06-18,18.2
"900",1891-06-19,18
"901",1891-06-20,18
"902",1891-06-21,18.1
"903",1891-06-22,17.5
"904",1891-06-23,16.2
"905",1891-06-24,17.9
"906",1891-06-25,18.4
"907",1891-06-26,18.4
"908",1891-06-27,18.4
"909",1891-06-28,19.6
"910",1891-06-29,20.1
"911",1891-06-30,19.7
"912",1891-07-01,19.9
"913",1891-07-02,19.7
"914",1891-07-03,19
"915",1891-07-04,19.5
"916",1891-07-05,19.8
"917",1891-07-06,20.2
"918",1891-07-07,20.2
"919",1891-07-08,20.3
"920",1891-07-09,20.1
"921",1891-07-10,19.4
"922",1891-07-11,17.3
"923",1891-07-12,17.2
"924",1891-07-13,16.9
"925",1891-07-14,17.4
"926",1891-07-15,18
"927",1891-07-16,17.6
"928",1891-07-17,18.1
"929",1891-07-18,17.9
"930",1891-07-19,18.7
"931",1891-07-20,19.5
"932",1891-07-21,20.4
"933",1891-07-22,19.4
"934",1891-07-23,20.2
"935",1891-07-24,19.8
"936",1891-07-25,17.6
"937",1891-07-26,18.5
"938",1891-07-27,19.7
"939",1891-07-28,19.9
"940",1891-07-29,20
"941",1891-07-30,19.9
"942",1891-07-31,20.7
"943",1891-08-01,20.2
"944",1891-08-02,19.2
"945",1891-08-03,18.3
"946",1891-08-04,18.2
"947",1891-08-05,19.5
"948",1891-08-06,19.9
"949",1891-08-07,20.7
"950",1891-08-08,20.8
"951",1891-08-09,20.6
"952",1891-08-10,20.9
"953",1891-08-11,20.8
"954",1891-08-12,19.8
"955",1891-08-13,20.4
"956",1891-08-14,20.6
"957",1891-08-15,21.5
"958",1891-08-16,19.9
"959",1891-08-17,21
"960",1891-08-18,20.5
"961",1891-08-19,19.7
"962",1891-08-20,19.5
"963",1891-08-21,19
"964",1891-08-22,20.3
"965",1891-08-23,21.3
"966",1891-08-24,21.4
"967",1891-08-25,20.5
"968",1891-08-26,21.9
"969",1891-08-27,21.1
"970",1891-08-28,20.2
"971",1891-08-29,21.4
"972",1891-08-30,21.8
"973",1891-08-31,21.2
"974",1891-09-01,21.8
"975",1891-09-02,22.3
"976",1891-09-03,23.1
"977",1891-09-04,23.4
"978",1891-09-05,24.5
"979",1891-09-06,22.9
"980",1891-09-07,21.1
"981",1891-09-08,21.7
"982",1891-09-09,22.2
"983",1891-09-10,23.8
"984",1891-09-11,22.9
"985",1891-09-12,22.6
"986",1891-09-13,23.5
"987",1891-09-14,21.3
"988",1891-09-15,21.6
"989",1891-09-16,21.5
"990",1891-09-17,22.9
"991",1891-09-18,24.7
"992",1891-09-19,24.2
"993",1891-09-20,23.3
"994",1891-09-21,21.9
"995",1891-09-22,21.8
"996",1891-09-23,22.3
"997",1891-09-24,23.4
"998",1891-09-25,22.8
"999",1891-09-26,22.7
"1000",1891-09-27,20.9
"1001",1891-09-28,21.4
"1002",1891-09-29,21.8
"1003",1891-09-30,23.1
"1004",1891-10-01,23.7
"1005",1891-10-02,24.3
"1006",1891-10-03,26.1
"1007",1891-10-04,23.9
"1008",1891-10-05,21.4
"1009",1891-10-06,21.7
