"","Date","Temperature"
"103",1889-04-13,32.8
"104",1889-04-14,32.9
"105",1889-04-15,31.9
"106",1889-04-16,31.7
"107",1889-04-17,31.8
"108",1889-04-18,31.6
"109",1889-04-19,31.3
"110",1889-04-20,31.4
"111",1889-04-21,31.5
"112",1889-04-22,31.7
"113",1889-04-23,31.7
"114",1889-04-24,31.3
"115",1889-04-25,30.6
"116",1889-04-26,30.7
"117",1889-04-27,30.4
"118",1889-04-28,30
"119",1889-04-29,30.6
"120",1889-04-30,31
"121",1889-05-01,31.2
"122",1889-05-02,31.1
"123",1889-05-03,31.5
"124",1889-05-04,30.2
"125",1889-05-05,27.1
"126",1889-05-06,28.7
"127",1889-05-07,28.4
"128",1889-05-08,28.9
"129",1889-05-09,28.5
"130",1889-05-10,28.9
"131",1889-05-11,28.8
"132",1889-05-12,28.4
"133",1889-05-13,27.9
"134",1889-05-14,27.2
"135",1889-05-15,27.5
"136",1889-05-16,27.7
"137",1889-05-17,27.8
"138",1889-05-18,28.1
"139",1889-05-19,28
"140",1889-05-20,27.1
"141",1889-05-21,26.7
"142",1889-05-22,26.6
"143",1889-05-23,26.5
"144",1889-05-24,26.2
"145",1889-05-25,26.2
"146",1889-05-26,25.6
"147",1889-05-27,25.6
"148",1889-05-28,26.4
"149",1889-05-29,26.5
"150",1889-05-30,26.2
"151",1889-05-31,26
"152",1889-06-01,26.1
"153",1889-06-02,26
"154",1889-06-03,26.5
"155",1889-06-04,26.2
"156",1889-06-05,25.5
"157",1889-06-06,25.2
"158",1889-06-07,25
"159",1889-06-08,25.2
"160",1889-06-09,25.3
"161",1889-06-10,25.4
"162",1889-06-11,26
"163",1889-06-12,25.7
"164",1889-06-13,25
"165",1889-06-14,24.8
"166",1889-06-15,25
"167",1889-06-16,24.5
"168",1889-06-17,24.5
"169",1889-06-18,24.7
"170",1889-06-19,24.3
"171",1889-06-20,24.1
"172",1889-06-21,23.5
"173",1889-06-22,23.6
"174",1889-06-23,23.5
"175",1889-06-24,23.5
"176",1889-06-25,23.3
"177",1889-06-26,23.9
"178",1889-06-27,24.3
"179",1889-06-28,24.6
"180",1889-06-29,24.7
"181",1889-06-30,24.3
"182",1889-07-01,24
"183",1889-07-02,23.5
"184",1889-07-03,23.4
"185",1889-07-04,23.5
"186",1889-07-05,23.9
"187",1889-07-06,24.1
"188",1889-07-07,24.3
"189",1889-07-08,25.2
"190",1889-07-09,25.2
"191",1889-07-10,24.9
"192",1889-07-11,24.3
"193",1889-07-12,23.9
"194",1889-07-13,23.6
"195",1889-07-14,23.7
"196",1889-07-15,23.7
"197",1889-07-16,23.9
"198",1889-07-17,24.2
"199",1889-07-18,24.2
"200",1889-07-19,24.7
"201",1889-07-20,25.5
"202",1889-07-21,24.9
"203",1889-07-22,24.9
"204",1889-07-23,24.8
"205",1889-07-24,25.3
"206",1889-07-25,25.3
"207",1889-07-26,25.1
"208",1889-07-27,25.5
"209",1889-07-28,25.8
"210",1889-07-29,25.9
"211",1889-07-30,26.8
"212",1889-07-31,26.5
"213",1889-08-01,25.9
"214",1889-08-02,26
"215",1889-08-03,26
"216",1889-08-04,26.2
"217",1889-08-05,26.4
"218",1889-08-06,26.7
"219",1889-08-07,27
"220",1889-08-08,27.2
"221",1889-08-09,26.7
"222",1889-08-10,26.5
"223",1889-08-11,26.4
"224",1889-08-12,26.8
"225",1889-08-13,26.7
"226",1889-08-14,27
"227",1889-08-15,27.1
"228",1889-08-16,27
"229",1889-08-17,27.2
"230",1889-08-18,27.7
"231",1889-08-19,28.6
"232",1889-08-20,28.5
"233",1889-08-21,28.4
"234",1889-08-22,28.3
"235",1889-08-23,27.9
"236",1889-08-24,28.1
"237",1889-08-25,28.5
"238",1889-08-26,28.9
"239",1889-08-27,29.4
"240",1889-08-28,30.1
"241",1889-08-29,30.6
"242",1889-08-30,29.6
"243",1889-08-31,29.5
"244",1889-09-01,29.4
"245",1889-09-02,29.3
"246",1889-09-03,29.8
"247",1889-09-04,30.5
"248",1889-09-05,30.8
"249",1889-09-06,31.2
"250",1889-09-07,31.6
"251",1889-09-08,31.9
"252",1889-09-09,31.3
"253",1889-09-10,29.6
"254",1889-09-11,30.9
"255",1889-09-12,31
"256",1889-09-13,31.1
"257",1889-09-14,31.7
"258",1889-09-15,33.5
"259",1889-09-16,32.2
"260",1889-09-17,33
"261",1889-09-18,32.1
"262",1889-09-19,31.8
"263",1889-09-20,32.1
"264",1889-09-21,32.9
"265",1889-09-22,33.7
"266",1889-09-23,33.3
"267",1889-09-24,33.3
"268",1889-09-25,33.8
"269",1889-09-26,35.2
"270",1889-09-27,34.5
"271",1889-09-28,33.5
"272",1889-09-29,33.7
"273",1889-09-30,33.7
"274",1889-10-01,35.1
"275",1889-10-02,34.9
"276",1889-10-03,36.2
"277",1889-10-04,35.9
"278",1889-10-05,35.7
"279",1889-10-06,34.7
"280",1889-10-07,33.9
"281",1889-10-08,33.6
"282",1889-10-09,35
"283",1889-10-10,34.8
"284",1889-10-11,35.8
"285",1889-10-12,36.1
"286",1889-10-13,36.5
"287",1889-10-14,37
"288",1889-10-15,37.2
"289",1889-10-16,35
"290",1889-10-17,34.9
"291",1889-10-18,35.2
"292",1889-10-19,35.1
"293",1889-10-20,34.9
"294",1889-10-21,35.5
"295",1889-10-22,36.5
"296",1889-10-23,36.4
"297",1889-10-24,36.8
"298",1889-10-25,37.9
"299",1889-10-26,36.7
"300",1889-10-27,34.6
"301",1889-10-28,36.5
"302",1889-10-29,36.6
"303",1889-10-30,36.7
"304",1889-10-31,37.1
"305",1889-11-01,36.5
"306",1889-11-02,36.8
"307",1889-11-03,36.6
"308",1889-11-04,36.6
"309",1889-11-05,36.8
"310",1889-11-06,36.9
"311",1889-11-07,37.2
"312",1889-11-08,37.3
"313",1889-11-09,37.4
"314",1889-11-10,36.6
"315",1889-11-11,36.9
"316",1889-11-12,36.8
"317",1889-11-13,37.2
"318",1889-11-14,38.2
"319",1889-11-15,38.4
"320",1889-11-16,37.3
"321",1889-11-17,36.9
"322",1889-11-18,36.9
"323",1889-11-19,38
"324",1889-11-20,37.8
"325",1889-11-21,37.4
"326",1889-11-22,38.2
"327",1889-11-23,38.6
"328",1889-11-24,38
"329",1889-11-25,38.1
"330",1889-11-26,37.7
"331",1889-11-27,37.5
"332",1889-11-28,37.7
"333",1889-11-29,37.8
"334",1889-11-30,38.1
"335",1889-12-01,38
"336",1889-12-02,38.8
"337",1889-12-03,38.1
"338",1889-12-04,38.7
"339",1889-12-05,37.5
"340",1889-12-06,38.1
"341",1889-12-07,37.8
"342",1889-12-08,37.9
"343",1889-12-09,38.3
"344",1889-12-10,39.2
"345",1889-12-11,38.2
"346",1889-12-12,37.6
"347",1889-12-13,38.6
"348",1889-12-14,39.1
"349",1889-12-15,39.3
"350",1889-12-16,38.3
"351",1889-12-17,37.9
"352",1889-12-18,38.1
"353",1889-12-19,38.4
"354",1889-12-20,37.4
"355",1889-12-21,37.5
"356",1889-12-22,37.4
"357",1889-12-23,36.9
"358",1889-12-24,37.2
"359",1889-12-25,37.9
"360",1889-12-26,38
"361",1889-12-27,37.5
"362",1889-12-28,37.3
"363",1889-12-29,37.6
"364",1889-12-30,37.5
"365",1889-12-31,37.7
"366",1890-01-01,37.2
"367",1890-01-02,36.3
"368",1890-01-03,36.5
"369",1890-01-04,36.7
"370",1890-01-05,34.8
"371",1890-01-06,36.5
"372",1890-01-07,37
"373",1890-01-08,36.1
"374",1890-01-09,36.5
"375",1890-01-10,37
"376",1890-01-11,36
"377",1890-01-12,35.9
"378",1890-01-13,35.9
"379",1890-01-14,36.6
"380",1890-01-15,36.7
"381",1890-01-16,37.1
"382",1890-01-17,37.8
"383",1890-01-18,37.7
"384",1890-01-19,37.3
"385",1890-01-20,37.8
"386",1890-01-21,37.8
"387",1890-01-22,36.8
"388",1890-01-23,37
"389",1890-01-24,37.2
"390",1890-01-25,37.7
"391",1890-01-26,37.3
"392",1890-01-27,37.9
"393",1890-01-28,36.2
"394",1890-01-29,36.2
"395",1890-01-30,36.3
"396",1890-01-31,36.6
"397",1890-02-01,36.2
"398",1890-02-02,37.6
"399",1890-02-03,36.5
"400",1890-02-04,37
"401",1890-02-05,36.2
"402",1890-02-06,35.9
"403",1890-02-07,36.2
"404",1890-02-08,36.1
"405",1890-02-09,36
"406",1890-02-10,35.8
"407",1890-02-11,35.9
"408",1890-02-12,36
"409",1890-02-13,35.8
"410",1890-02-14,36.1
"411",1890-02-15,36.2
"412",1890-02-16,36
"413",1890-02-17,35.7
"414",1890-02-18,35.9
"415",1890-02-19,35.9
"416",1890-02-20,35.2
"417",1890-02-21,35.4
"418",1890-02-22,36.1
"419",1890-02-23,36
"420",1890-02-24,36
"421",1890-02-25,36.6
"422",1890-02-26,36
"423",1890-02-27,36.5
"424",1890-02-28,36.2
"425",1890-03-01,35.6
"426",1890-03-02,35.5
"427",1890-03-03,35.9
"428",1890-03-04,35.8
"429",1890-03-05,36.8
"430",1890-03-06,37.3
"431",1890-03-07,35.9
"432",1890-03-08,35.6
"433",1890-03-09,35.7
"434",1890-03-10,35.3
"435",1890-03-11,35.2
"436",1890-03-12,35.3
"437",1890-03-13,35.3
"438",1890-03-14,36
"439",1890-03-15,35.3
"440",1890-03-16,35.1
"441",1890-03-17,34.9
"442",1890-03-18,34.8
"443",1890-03-19,34.5
"444",1890-03-20,34.9
"445",1890-03-21,34.9
"446",1890-03-22,34.6
"447",1890-03-23,34.3
"448",1890-03-24,34.5
"449",1890-03-25,34.1
"450",1890-03-26,34.1
"451",1890-03-27,33.8
"452",1890-03-28,33.7
"453",1890-03-29,33.4
"454",1890-03-30,33.7
"455",1890-03-31,33.7
"456",1890-04-01,33.7
"457",1890-04-02,33.4
"458",1890-04-03,32.9
"459",1890-04-04,33.2
"460",1890-04-05,32.3
"461",1890-04-06,33.2
"462",1890-04-07,33.2
"463",1890-04-08,33
"464",1890-04-09,32.5
"465",1890-04-10,32.1
"466",1890-04-11,31.9
"467",1890-04-12,31.2
"468",1890-04-13,31.1
"469",1890-04-14,31.5
"470",1890-04-15,31.7
"471",1890-04-16,31.5
"472",1890-04-17,31.3
"473",1890-04-18,31.5
"474",1890-04-19,31.3
"475",1890-04-20,31.8
"476",1890-04-21,31.3
"477",1890-04-22,31.3
"478",1890-04-23,30.8
"479",1890-04-24,30.6
"480",1890-04-25,31.2
"481",1890-04-26,31.2
"482",1890-04-27,30.1
"483",1890-04-28,29.6
"484",1890-04-29,28.7
"485",1890-04-30,29.8
"486",1890-05-01,30
"487",1890-05-02,29.8
"488",1890-05-03,29.4
"489",1890-05-04,29
"490",1890-05-05,28.5
"491",1890-05-06,28.2
"492",1890-05-07,28.5
"493",1890-05-08,28.5
"494",1890-05-09,28.7
"495",1890-05-10,28.8
"496",1890-05-11,29.1
"497",1890-05-12,29.8
"498",1890-05-13,28.8
"499",1890-05-14,28.7
"500",1890-05-15,27.7
"501",1890-05-16,27.4
"502",1890-05-17,27.4
"503",1890-05-18,27.1
"504",1890-05-19,26.7
"505",1890-05-20,26.9
"506",1890-05-21,27
"507",1890-05-22,27.2
"508",1890-05-23,26.7
"509",1890-05-24,26.9
"510",1890-05-25,26.8
"511",1890-05-26,26.7
"512",1890-05-27,25.9
"513",1890-05-28,25.4
"514",1890-05-29,25.6
"515",1890-05-30,25.3
"516",1890-05-31,25.7
"517",1890-06-01,25.7
"518",1890-06-02,25.6
"519",1890-06-03,26.2
"520",1890-06-04,26.6
"521",1890-06-05,26.4
"522",1890-06-06,26.4
"523",1890-06-07,26.3
"524",1890-06-08,26.2
"525",1890-06-09,26.1
"526",1890-06-10,25.7
"527",1890-06-11,25.3
"528",1890-06-12,24.7
"529",1890-06-13,24.6
"530",1890-06-14,24.4
"531",1890-06-15,24.5
"532",1890-06-16,24.6
"533",1890-06-17,24.5
"534",1890-06-18,24.5
"535",1890-06-19,24.3
"536",1890-06-20,24.3
"537",1890-06-21,23.9
"538",1890-06-22,23.6
"539",1890-06-23,23.5
"540",1890-06-24,23.4
"541",1890-06-25,23.3
"542",1890-06-26,23.5
"543",1890-06-27,23.4
"544",1890-06-28,23.6
"545",1890-06-29,24.2
"546",1890-06-30,24.4
"547",1890-07-01,24.3
"548",1890-07-02,24.4
"549",1890-07-03,24.5
"550",1890-07-04,24.1
"551",1890-07-05,23.8
"552",1890-07-06,23.7
"553",1890-07-07,23.7
"554",1890-07-08,23.6
"555",1890-07-09,23.2
"556",1890-07-10,24.7
"557",1890-07-11,24.6
"558",1890-07-12,23.7
"559",1890-07-13,23.5
"560",1890-07-14,23.7
"561",1890-07-15,23.7
"562",1890-07-16,23.7
"563",1890-07-17,23.8
"564",1890-07-18,24.3
"565",1890-07-19,24.9
"566",1890-07-20,25.2
"567",1890-07-21,24.8
"568",1890-07-22,25
"569",1890-07-23,25.2
"570",1890-07-24,24.9
"571",1890-07-25,24.7
"572",1890-07-26,24.5
"573",1890-07-27,25
"574",1890-07-28,25.5
"575",1890-07-29,25.8
"576",1890-07-30,25.5
"577",1890-07-31,25.3
"578",1890-08-01,25.3
"579",1890-08-02,24.8
"580",1890-08-03,24.8
"581",1890-08-04,25.3
"582",1890-08-05,25.8
"583",1890-08-06,26.1
"584",1890-08-07,25.8
"585",1890-08-08,26.7
"586",1890-08-09,26.5
"587",1890-08-10,27.2
"588",1890-08-11,28.2
"589",1890-08-12,27.4
"590",1890-08-13,27
"591",1890-08-14,27
"592",1890-08-15,27
"593",1890-08-16,27.5
"594",1890-08-17,26.8
"595",1890-08-18,27.8
"596",1890-08-19,27.9
"597",1890-08-20,28.5
"598",1890-08-21,28.8
"599",1890-08-22,29
"600",1890-08-23,29.3
"601",1890-08-24,28.8
"602",1890-08-25,29.4
"603",1890-08-26,29.1
"604",1890-08-27,29.2
"605",1890-08-28,29.4
"606",1890-08-29,28.8
"607",1890-08-30,29.2
"608",1890-08-31,29.4
"609",1890-09-01,29.7
"610",1890-09-02,29.8
"611",1890-09-03,30.3
"612",1890-09-04,30.3
"613",1890-09-05,30.3
"614",1890-09-06,30.5
"615",1890-09-07,30.9
"616",1890-09-08,30.7
"617",1890-09-09,31.1
"618",1890-09-10,31.2
"619",1890-09-11,31.3
"620",1890-09-12,31.8
"621",1890-09-13,32.2
"622",1890-09-14,31.2
"623",1890-09-15,31.7
"624",1890-09-16,31.6
"625",1890-09-17,31.7
"626",1890-09-18,31.9
"627",1890-09-19,32
"628",1890-09-20,31.8
"629",1890-09-21,31.9
"630",1890-09-22,32.3
"631",1890-09-23,32.7
"632",1890-09-24,33
"633",1890-09-25,33.2
"634",1890-09-26,33.5
"635",1890-09-27,33.3
"636",1890-09-28,33.4
"637",1890-09-29,33.4
"638",1890-09-30,33.9
"639",1890-10-01,34
"640",1890-10-02,35
"641",1890-10-03,34.9
"642",1890-10-04,36
"643",1890-10-05,35.1
"644",1890-10-06,36.2
"645",1890-10-07,35.4
"646",1890-10-08,33.6
"647",1890-10-09,34.5
"648",1890-10-10,35
"649",1890-10-11,34.8
"650",1890-10-12,35.1
"651",1890-10-13,35.6
"652",1890-10-14,35.4
"653",1890-10-15,35.1
"654",1890-10-16,35.6
"655",1890-10-17,35.3
"656",1890-10-18,35.6
"657",1890-10-19,35.7
"658",1890-10-20,35.3
"659",1890-10-21,35.1
"660",1890-10-22,36
"661",1890-10-23,35.6
"662",1890-10-24,36.3
"663",1890-10-25,35.6
"664",1890-10-26,35.7
"665",1890-10-27,36.7
"666",1890-10-28,36.4
"667",1890-10-29,36
"668",1890-10-30,36
"669",1890-10-31,36.3
"670",1890-11-01,36.3
"671",1890-11-02,36.4
"672",1890-11-03,36.3
"673",1890-11-04,36.8
"674",1890-11-05,36.5
"675",1890-11-06,36.7
"676",1890-11-07,36.4
"677",1890-11-08,36.9
"678",1890-11-09,37.1
"679",1890-11-10,37
"680",1890-11-11,36.8
"681",1890-11-12,37
"682",1890-11-13,37
"683",1890-11-14,36.5
"684",1890-11-15,37
"685",1890-11-16,36.8
"686",1890-11-17,36.6
"687",1890-11-18,36.8
"688",1890-11-19,37.2
"689",1890-11-20,36.8
"690",1890-11-21,36.6
"691",1890-11-22,36.6
"692",1890-11-23,37.4
"693",1890-11-24,36.9
"694",1890-11-25,36.6
"695",1890-11-26,36.8
"696",1890-11-27,36.8
"697",1890-11-28,37.4
"698",1890-11-29,37.7
"699",1890-11-30,37.4
"700",1890-12-01,36.9
"701",1890-12-02,37.4
"702",1890-12-03,37.2
"703",1890-12-04,37
"704",1890-12-05,37.6
"705",1890-12-06,38.7
"706",1890-12-07,37.4
"707",1890-12-08,37.7
"708",1890-12-09,38
"709",1890-12-10,38
"710",1890-12-11,37.4
"711",1890-12-12,37.5
"712",1890-12-13,37.5
"713",1890-12-14,37.5
"714",1890-12-15,37.5
"715",1890-12-16,37.7
"716",1890-12-17,38
"717",1890-12-18,37.8
"718",1890-12-19,37.4
"719",1890-12-20,37.6
"720",1890-12-21,37.8
"721",1890-12-22,37.6
"722",1890-12-23,36.9
"723",1890-12-24,37.6
"724",1890-12-25,37.7
"725",1890-12-26,38.2
"726",1890-12-27,38
"727",1890-12-28,37.6
"728",1890-12-29,37.7
"729",1890-12-30,37.3
"730",1890-12-31,37.5
"731",1891-01-01,37.4
"732",1891-01-02,37.9
"733",1891-01-03,38.3
"734",1891-01-04,37.3
"735",1891-01-05,36.9
"736",1891-01-06,36.7
"737",1891-01-07,36.2
"738",1891-01-08,37.1
"739",1891-01-09,37.3
"740",1891-01-10,37
"741",1891-01-11,37
"742",1891-01-12,37
"743",1891-01-13,36.4
"744",1891-01-14,35.9
"745",1891-01-15,35.6
"746",1891-01-16,34.8
"747",1891-01-17,36.6
"748",1891-01-18,36.5
"749",1891-01-19,36.4
"750",1891-01-20,36.7
"751",1891-01-21,36.4
"752",1891-01-22,36.5
"753",1891-01-23,37.1
"754",1891-01-24,36.9
"755",1891-01-25,37.1
"756",1891-01-26,36.8
"757",1891-01-27,36.3
"758",1891-01-28,36.6
"759",1891-01-29,36.2
"760",1891-01-30,36.3
"761",1891-01-31,36.3
"762",1891-02-01,36.5
"763",1891-02-02,36.4
"764",1891-02-03,35.7
"765",1891-02-04,36.1
"766",1891-02-05,36.3
"767",1891-02-06,36.1
"768",1891-02-07,36.2
"769",1891-02-08,35.1
"770",1891-02-09,35
"771",1891-02-10,35.5
"772",1891-02-11,35.5
"773",1891-02-12,35.7
"774",1891-02-13,36.3
"775",1891-02-14,37
"776",1891-02-15,36.3
"777",1891-02-16,36.6
"778",1891-02-17,36.3
"779",1891-02-18,36.4
"780",1891-02-19,36.1
"781",1891-02-20,35.9
"782",1891-02-21,35.5
"783",1891-02-22,35.3
"784",1891-02-23,35
"785",1891-02-24,33.9
"786",1891-02-25,33.5
"787",1891-02-26,33.5
"788",1891-02-27,33.7
"789",1891-02-28,34.9
"790",1891-03-01,34.8
"791",1891-03-02,34.9
"792",1891-03-03,34.9
"793",1891-03-04,35.3
"794",1891-03-05,36.3
"795",1891-03-06,36
"796",1891-03-07,36.5
"797",1891-03-08,35.9
"798",1891-03-09,35.3
"799",1891-03-10,35.2
"800",1891-03-11,35.4
"801",1891-03-12,35.5
"802",1891-03-13,35.2
"803",1891-03-14,35.3
"804",1891-03-15,35.1
"805",1891-03-16,35
"806",1891-03-17,34.8
"807",1891-03-18,34.7
"808",1891-03-19,33.4
"809",1891-03-20,34.8
"810",1891-03-21,34.2
"811",1891-03-22,34.1
"812",1891-03-23,34.3
"813",1891-03-24,33.7
"814",1891-03-25,33.4
"815",1891-03-26,32.7
"816",1891-03-27,33
"817",1891-03-28,34.2
"818",1891-03-29,35
"819",1891-03-30,34.9
"820",1891-03-31,33.6
"821",1891-04-01,32.3
"822",1891-04-02,31.5
"823",1891-04-03,31.9
"824",1891-04-04,31.6
"825",1891-04-05,31.3
"826",1891-04-06,31.7
"827",1891-04-07,32.5
"828",1891-04-08,32.7
"829",1891-04-09,32.5
"830",1891-04-10,32.5
"831",1891-04-11,32.7
"832",1891-04-12,32.5
"833",1891-04-13,32.3
"834",1891-04-14,31.8
"835",1891-04-15,31.2
"836",1891-04-16,30.3
"837",1891-04-17,29.7
"838",1891-04-18,29.8
"839",1891-04-19,29.9
"840",1891-04-20,30.4
"841",1891-04-21,30.5
"842",1891-04-22,30.4
"843",1891-04-23,30.4
"844",1891-04-24,30.3
"845",1891-04-25,30
"846",1891-04-26,29.9
"847",1891-04-27,30
"848",1891-04-28,29.5
"849",1891-04-29,29.6
"850",1891-04-30,29.4
"851",1891-05-01,29.2
"852",1891-05-02,29.3
"853",1891-05-03,29
"854",1891-05-04,29.3
"855",1891-05-05,29.2
"856",1891-05-06,29.3
"857",1891-05-07,29.7
"858",1891-05-08,29.2
"859",1891-05-09,28.9
"860",1891-05-10,27.9
"861",1891-05-11,27.5
"862",1891-05-12,27.8
"863",1891-05-13,28.1
"864",1891-05-14,27.8
"865",1891-05-15,27.4
"866",1891-05-16,27.5
"867",1891-05-17,27.4
"868",1891-05-18,27.2
"869",1891-05-19,27.2
"870",1891-05-20,26.8
"871",1891-05-21,27
"872",1891-05-22,26.7
"873",1891-05-23,26.6
"874",1891-05-24,27.1
"875",1891-05-25,26.9
"876",1891-05-26,26.9
"877",1891-05-27,26.9
"878",1891-05-28,27.2
"879",1891-05-29,25.9
"880",1891-05-30,26.2
"881",1891-05-31,26.2
"882",1891-06-01,26.4
"883",1891-06-02,25.7
"884",1891-06-03,25.5
"885",1891-06-04,25.3
"886",1891-06-05,24.1
"887",1891-06-06,22.6
"888",1891-06-07,23.4
"889",1891-06-08,22.9
"890",1891-06-09,23.7
"891",1891-06-10,24.3
"892",1891-06-11,24.9
"893",1891-06-12,24.1
"894",1891-06-13,23.6
"895",1891-06-14,23.6
"896",1891-06-15,23.3
"897",1891-06-16,23.7
"898",1891-06-17,23.9
"899",1891-06-18,23.4
"900",1891-06-19,23
"901",1891-06-20,22.5
"902",1891-06-21,22.1
"903",1891-06-22,22.6
"904",1891-06-23,21.7
"905",1891-06-24,23
"906",1891-06-25,22.9
"907",1891-06-26,23.8
"908",1891-06-27,24.9
"909",1891-06-28,24.6
"910",1891-06-29,24.8
"911",1891-06-30,24.4
"912",1891-07-01,24.4
"913",1891-07-02,24.6
"914",1891-07-03,24.7
"915",1891-07-04,25.1
"916",1891-07-05,25.4
"917",1891-07-06,24.6
"918",1891-07-07,24.9
"919",1891-07-08,24.7
"920",1891-07-09,22.8
"921",1891-07-10,23.9
"922",1891-07-11,22.9
"923",1891-07-12,23.3
"924",1891-07-13,23.1
"925",1891-07-14,23.5
"926",1891-07-15,23.4
"927",1891-07-16,23.2
"928",1891-07-17,22.6
"929",1891-07-18,22.3
"930",1891-07-19,22.7
"931",1891-07-20,24.2
"932",1891-07-21,24.9
"933",1891-07-22,24.8
"934",1891-07-23,24.9
"935",1891-07-24,24.8
"936",1891-07-25,23.5
"937",1891-07-26,24.2
"938",1891-07-27,24.1
"939",1891-07-28,24.7
"940",1891-07-29,25.3
"941",1891-07-30,25
"942",1891-07-31,25.7
"943",1891-08-01,24.5
"944",1891-08-02,24.7
"945",1891-08-03,24.6
"946",1891-08-04,24.8
"947",1891-08-05,25.5
"948",1891-08-06,25.5
"949",1891-08-07,26
"950",1891-08-08,25.9
"951",1891-08-09,26.3
"952",1891-08-10,26.6
"953",1891-08-11,26.8
"954",1891-08-12,27.7
"955",1891-08-13,27.6
"956",1891-08-14,27.7
"957",1891-08-15,26.5
"958",1891-08-16,27.1
"959",1891-08-17,27.1
"960",1891-08-18,26.9
"961",1891-08-19,25.7
"962",1891-08-20,26.5
"963",1891-08-21,26.7
"964",1891-08-22,28.1
"965",1891-08-23,28.2
"966",1891-08-24,27.6
"967",1891-08-25,27.9
"968",1891-08-26,28.4
"969",1891-08-27,28
"970",1891-08-28,28.1
"971",1891-08-29,28.6
"972",1891-08-30,29.4
"973",1891-08-31,30
"974",1891-09-01,30.9
"975",1891-09-02,31.3
"976",1891-09-03,31.3
"977",1891-09-04,30.5
"978",1891-09-05,29.8
"979",1891-09-06,30.3
"980",1891-09-07,29.6
"981",1891-09-08,30.6
"982",1891-09-09,32.1
"983",1891-09-10,31
"984",1891-09-11,31.2
"985",1891-09-12,32.1
"986",1891-09-13,31.4
"987",1891-09-14,30.1
"988",1891-09-15,29.8
"989",1891-09-16,31.4
"990",1891-09-17,32.6
"991",1891-09-18,31.9
"992",1891-09-19,32.1
"993",1891-09-20,31.6
"994",1891-09-21,31.3
"995",1891-09-22,30.7
"996",1891-09-23,31.3
"997",1891-09-24,32.2
"998",1891-09-25,32.3
"999",1891-09-26,32.7
"1000",1891-09-27,33.2
"1001",1891-09-28,33.2
"1002",1891-09-29,33.3
"1003",1891-09-30,34.4
"1004",1891-10-01,34.6
"1005",1891-10-02,34.5
"1006",1891-10-03,34.3
"1007",1891-10-04,33.4
"1008",1891-10-05,33.6
"1009",1891-10-06,35.1
"1010",1891-10-07,34.8
